;;;;;;;;;
theta1;theta2;RFC;;1NN;;GNB;;SVM;
;;Mean;STD;Mean;STD;Mean;STD;Mean;STD
2.872313283;0.538558741;84.689;1.46251;94.688;0.93301;86.744;1.487;86.174;1.15693
2.872313283;0.718078321;84.536;1.5786;94.693;0.94062;86.535;1.54428;86.236;1.16708
2.872313283;0.897597901;84.387;1.72782;94.529;0.90072;86.167;1.50846;86.188;1.21055
2.872313283;1.077117481;84.164;1.38346;94.31;0.91254;85.868;1.653;86.249;1.18577
2.872313283;1.256637061;83.844;1.53381;94.257;0.88897;85.839;1.60222;86.368;1.30738
2.872313283;1.436156642;83.815;1.38017;94.144;0.84886;85.769;1.39643;86.5;1.26854
2.872313283;1.615676222;83.818;1.72943;94.217;0.86659;85.872;1.45152;86.287;1.30672
2.872313283;1.795195802;84.265;1.51857;94.365;0.84557;85.967;1.48824;86.232;1.21631
2.872313283;1.974715382;84.386;1.64701;94.485;0.89931;86.075;1.44533;86.272;1.17486
2.872313283;2.154234962;84.475;1.47361;94.546;0.87816;86.06;1.49454;86.146;1.33426
2.872313283;2.333754543;84.731;1.71119;94.564;0.8478;86.047;1.39587;86.179;1.26967
2.872313283;2.513274123;84.843;1.49287;94.542;0.85312;86.118;1.43323;86.158;1.30869
2.872313283;2.692793703;84.807;1.482;94.512;0.82974;86.046;1.41168;86.085;1.27365
2.872313283;2.872313283;84.661;1.63904;94.511;0.83645;86.022;1.50559;86.003;1.34594
2.872313283;3.051832863;84.562;1.3978;94.404;0.85916;86.119;1.48589;86.04;1.32251
2.872313283;3.231352444;84.178;1.53202;94.276;0.79817;86.046;1.32046;85.912;1.29595
2.872313283;3.410872024;84.558;1.4088;94.178;0.86506;85.906;1.47647;85.739;1.18843
2.872313283;3.590391604;84.176;1.52009;94.128;0.88477;85.803;1.4702;85.615;1.23076
2.872313283;3.769911184;84.06;1.45732;94.067;0.89237;85.821;1.53208;85.611;1.24629
2.872313283;3.949430765;84.196;1.35234;94.036;0.88166;85.563;1.45633;85.713;1.22909
2.872313283;4.128950345;84.156;1.5324;93.996;0.87794;85.661;1.44686;85.728;1.34717
2.872313283;4.308469925;83.819;1.43083;94.114;0.87858;85.84;1.48882;85.681;1.32688
2.872313283;4.487989505;84.079;1.49854;94.299;0.90893;86.096;1.37463;85.883;1.30962
2.872313283;4.667509085;83.992;1.5901;94.343;0.91474;86.311;1.45712;86.162;1.26162
2.872313283;4.847028666;84.132;1.47985;94.306;0.95602;86.496;1.42263;86.068;1.31244
2.872313283;5.026548246;84.192;1.56475;94.447;0.89105;86.56;1.48174;86.111;1.21859
2.872313283;5.206067826;84.237;1.38771;94.612;0.81562;86.535;1.4485;86.228;1.30802
2.872313283;5.385587406;83.943;1.82171;94.606;0.88339;86.446;1.54811;86.192;1.27206
2.872313283;5.565106986;84.083;1.45813;94.586;0.88975;86.371;1.5638;86.161;1.2677
2.872313283;5.744626567;83.743;1.76114;94.583;0.9263;86.064;1.53637;86.093;1.29229
2.872313283;5.924146147;83.536;1.52783;94.428;0.87957;85.86;1.53215;86.218;1.22094
2.872313283;6.103665727;83.714;1.50598;94.257;0.86164;85.726;1.50729;85.818;1.2489
2.872313283;6.283185307;83.369;1.41252;94.099;0.89138;85.533;1.44481;85.306;1.20474
3.051832863;0;83.911;1.47297;94.364;0.85531;85.821;1.44739;85.818;1.16946
3.051832863;0.17951958;84.382;1.6434;94.547;0.80929;86.419;1.45344;85.951;1.02972
3.051832863;0.35903916;84.668;1.44617;94.693;0.86565;86.639;1.34357;86.499;0.99986
3.051832863;0.538558741;84.976;1.59112;94.888;0.88382;86.812;1.46056;86.375;1.20241
3.051832863;0.718078321;84.636;1.66722;94.947;0.94746;86.578;1.64189;86.612;1.13463
3.051832863;0.897597901;84.312;1.79402;94.699;0.89754;86.197;1.6136;86.442;1.23397
3.051832863;1.077117481;84.346;1.64878;94.394;0.88748;86.013;1.62367;86.418;1.21101
3.051832863;1.256637061;83.94;1.57927;94.176;0.88525;85.89;1.55072;86.444;1.31042
3.051832863;1.436156642;83.987;1.59853;94.15;0.8712;85.854;1.4632;86.431;1.30445
3.051832863;1.615676222;83.754;1.47281;94.224;0.89776;85.906;1.49839;86.297;1.26002
3.051832863;1.795195802;84.188;1.56685;94.331;0.85805;85.967;1.40778;86.232;1.19083
3.051832863;1.974715382;84.108;1.66101;94.451;0.86007;86.01;1.52814;86.185;1.27195
3.051832863;2.154234962;84.317;1.5368;94.486;0.94352;85.997;1.51043;86.065;1.17541
3.051832863;2.333754543;84.571;1.27673;94.514;0.93634;85.971;1.45024;85.986;1.21724
3.051832863;2.513274123;84.758;1.51874;94.493;0.84537;85.965;1.39158;86.097;1.26068
3.051832863;2.692793703;84.596;1.5547;94.481;0.85901;85.997;1.38894;86.028;1.3141
3.051832863;2.872313283;84.678;1.48395;94.476;0.83515;86.028;1.41421;86.044;1.268
3.051832863;3.051832863;84.794;1.42745;94.511;0.83645;86.024;1.5033;85.989;1.34418
3.051832863;3.231352444;84.882;1.53789;94.443;0.84082;86.147;1.44226;86.108;1.34083
3.051832863;3.410872024;84.846;1.33245;94.332;0.8328;86.092;1.30304;85.951;1.35106
3.051832863;3.590391604;84.461;1.67225;94.243;0.85332;86.004;1.40832;85.826;1.15142
3.051832863;3.769911184;84.218;1.42923;94.208;0.88071;85.965;1.47057;85.721;1.20501
3.051832863;3.949430765;84.253;1.44575;94.121;0.87886;85.867;1.50438;85.617;1.23827
3.051832863;4.128950345;84.09;1.51655;93.981;0.90868;85.686;1.46128;85.447;1.25194
3.051832863;4.308469925;84.017;1.63626;93.965;0.88418;85.888;1.45944;85.369;1.29684
3.051832863;4.487989505;84.017;1.52976;94.118;0.86566;85.988;1.49548;85.618;1.30043
3.051832863;4.667509085;84.254;1.49893;94.303;0.87775;86.181;1.43298;85.69;1.31284
3.051832863;4.847028666;83.949;1.74196;94.317;0.9456;86.492;1.39452;85.692;1.27157
3.051832863;5.026548246;84.101;1.45952;94.339;0.91732;86.599;1.40854;85.594;1.22759
3.051832863;5.206067826;84.45;1.70386;94.617;0.87027;86.621;1.56545;85.786;1.26186
3.051832863;5.385587406;84.669;1.60785;94.732;0.84123;86.618;1.47149;86.083;1.24381
3.051832863;5.565106986;84.351;1.53685;94.628;0.85004;86.358;1.46626;86.24;1.32917
3.051832863;5.744626567;84.121;1.73728;94.597;0.8316;86.092;1.61195;86.25;1.24226
3.051832863;5.924146147;84.165;1.59178;94.406;0.80629;86.09;1.61606;86.346;1.30817
3.051832863;6.103665727;84.24;1.38255;94.26;0.85098;86.006;1.46712;85.972;1.12543
3.051832863;6.283185307;84.092;1.4114;94.364;0.85531;85.821;1.44739;85.854;1.16838
3.231352444;0;84.432;1.47812;94.312;0.86187;85.925;1.61233;86.117;1.13106
3.231352444;0.17951958;84.996;1.49323;94.368;0.86633;86.349;1.41943;86.215;1.11187
3.231352444;0.35903916;85.103;1.36911;94.585;0.9474;86.821;1.50024;86.422;1.12356
3.231352444;0.538558741;84.872;1.50983;94.808;0.96681;86.826;1.47502;86.653;1.21581
3.231352444;0.718078321;84.858;1.4576;94.924;0.86544;86.703;1.52685;86.796;1.22589
3.231352444;0.897597901;84.597;1.48948;94.761;0.87314;86.44;1.44813;86.867;1.19126
3.231352444;1.077117481;84.467;1.61371;94.554;0.88982;86.257;1.61689;86.79;1.2368
3.231352444;1.256637061;84.249;1.63584;94.388;0.85439;86.2;1.52494;86.64;1.12829
3.231352444;1.436156642;84.078;1.54941;94.353;0.86985;86.017;1.4556;86.403;1.12174
3.231352444;1.615676222;83.874;1.56124;94.34;0.8567;85.982;1.36582;86.237;1.18928
3.231352444;1.795195802;84.249;1.37803;94.411;0.84097;85.926;1.4789;86.199;1.21218
3.231352444;1.974715382;84.117;1.60818;94.474;0.88242;86.029;1.54749;86.229;1.1877
3.231352444;2.154234962;84.213;1.49214;94.518;0.94678;86.037;1.46506;86.035;1.15727
3.231352444;2.333754543;84.247;1.4608;94.428;0.95668;86.069;1.48;85.94;1.14831
3.231352444;2.513274123;84.492;1.61592;94.492;0.94142;85.936;1.41484;85.94;1.20118
3.231352444;2.692793703;84.683;1.50052;94.436;0.83975;85.953;1.5077;85.976;1.31152
3.231352444;2.872313283;84.693;1.59708;94.446;0.88071;85.942;1.38312;86;1.29592
3.231352444;3.051832863;84.79;1.43231;94.443;0.83484;86.025;1.47547;86.025;1.28257
3.231352444;3.231352444;84.722;1.40751;94.512;0.83714;86.024;1.5033;86.014;1.36783
3.231352444;3.410872024;84.671;1.59095;94.49;0.83543;86.117;1.46288;86.149;1.34297
3.231352444;3.590391604;84.751;1.4754;94.397;0.83269;86.114;1.35983;86.079;1.33519
3.231352444;3.769911184;84.608;1.49399;94.375;0.86769;86.032;1.44555;85.903;1.30858
3.231352444;3.949430765;84.307;1.43473;94.314;0.88297;85.942;1.4891;85.768;1.29345
3.231352444;4.128950345;84.504;1.45433;94.24;0.87477;85.839;1.44697;85.575;1.2449
3.231352444;4.308469925;84.208;1.50738;94.162;0.90937;85.822;1.55316;85.321;1.21965
3.231352444;4.487989505;84.125;1.62524;94.149;0.9458;85.903;1.45462;85.239;1.25494
3.231352444;4.667509085;84.138;1.57849;94.111;0.97855;86.096;1.44149;85.075;1.3065
3.231352444;4.847028666;83.586;1.5846;94.031;1.02571;86.233;1.30973;85.065;1.25223
3.231352444;5.026548246;83.986;1.49491;94.128;1.04122;86.562;1.42784;85.25;1.2049
3.231352444;5.206067826;83.819;1.49813;94.199;0.96122;86.468;1.46042;85.533;1.18727
3.231352444;5.385587406;84.321;1.81088;94.429;0.8893;86.686;1.38555;85.878;1.26379
3.231352444;5.565106986;84.486;1.61607;94.629;0.88018;86.429;1.50248;86.039;1.17892
3.231352444;5.744626567;84.49;1.73183;94.707;0.86533;86.397;1.46141;86.286;1.19454
3.231352444;5.924146147;84.569;1.44851;94.471;0.84087;86.286;1.43528;86.535;1.16474
3.231352444;6.103665727;84.417;1.55183;94.378;0.79215;86.164;1.48329;86.208;1.30163
3.231352444;6.283185307;84.367;1.60118;94.312;0.86187;85.925;1.61233;86.115;1.12722
3.410872024;0;83.874;1.53092;94.197;0.77145;86.029;1.43252;85.864;1.10826
3.410872024;0.17951958;84.451;1.79058;94.257;0.8549;86.449;1.55571;85.672;1.07021
3.410872024;0.35903916;84.578;1.57207;94.211;0.86555;86.686;1.4023;85.794;1.20106
3.410872024;0.538558741;84.856;1.45163;94.474;0.86898;86.689;1.3656;86.249;1.21914
3.410872024;0.718078321;84.708;1.39768;94.671;0.84429;86.553;1.40028;86.368;1.20528
3.410872024;0.897597901;84.571;1.75672;94.749;0.82442;86.408;1.41449;86.429;1.22998
3.410872024;1.077117481;84.346;1.57335;94.626;0.83419;86.303;1.44482;86.517;1.23708
3.410872024;1.256637061;84.636;1.60833;94.66;0.81113;86.299;1.63552;86.586;1.203
3.410872024;1.436156642;84.121;1.62079;94.614;0.84245;85.974;1.53603;86.31;1.1435
3.410872024;1.615676222;84.232;1.4073;94.578;0.93354;85.903;1.42542;86.132;1.11222
3.410872024;1.795195802;84.029;1.59939;94.564;0.89106;85.787;1.45629;85.986;1.10073
3.410872024;1.974715382;84.057;1.40838;94.565;0.85496;85.806;1.50398;86.031;1.14298
3.410872024;2.154234962;84.249;1.48112;94.613;0.82596;85.91;1.48778;86.013;1.20878
3.410872024;2.333754543;84.132;1.70515;94.493;0.91527;85.874;1.60503;85.954;1.15948
3.410872024;2.513274123;84.294;1.36588;94.386;0.92174;86.062;1.46939;85.806;1.17326
3.410872024;2.692793703;84.278;1.61159;94.394;0.93428;85.838;1.5243;85.806;1.21653
3.410872024;2.872313283;84.432;1.53157;94.378;0.84539;85.992;1.58528;85.943;1.33251
3.410872024;3.051832863;84.579;1.47686;94.372;0.86991;85.989;1.47592;85.919;1.34296
3.410872024;3.231352444;84.625;1.53452;94.411;0.83959;86;1.44257;85.963;1.26553
3.410872024;3.410872024;84.439;1.41325;94.512;0.83714;86.022;1.50559;86.028;1.34915
3.410872024;3.590391604;85.008;1.30523;94.532;0.8358;86.228;1.43301;86.186;1.34133
3.410872024;3.769911184;84.932;1.43379;94.486;0.82951;86.171;1.44247;86.076;1.32817
3.410872024;3.949430765;84.949;1.44693;94.469;0.89136;86.206;1.43007;85.942;1.29585
3.410872024;4.128950345;84.75;1.52335;94.422;0.86797;86.083;1.44765;85.794;1.23916
3.410872024;4.308469925;84.596;1.44779;94.35;0.86265;86.011;1.46316;85.578;1.26712
3.410872024;4.487989505;84.372;1.717;94.244;0.87452;86.042;1.34937;85.424;1.14941
3.410872024;4.667509085;84.261;1.67324;94.071;0.96759;86.086;1.39739;85.022;1.27199
3.410872024;4.847028666;83.81;1.52452;93.914;1.00488;86.226;1.35814;84.66;1.21643
3.410872024;5.026548246;83.876;1.47747;93.874;0.96243;86.247;1.42549;84.832;1.21117
3.410872024;5.206067826;83.8;1.45715;93.885;0.94106;86.278;1.45761;85.299;1.16292
3.410872024;5.385587406;84.115;1.574;94.239;0.98219;86.494;1.44473;86.032;1.20301
3.410872024;5.565106986;84.267;1.42171;94.59;0.88266;86.401;1.40944;86.246;1.18901
3.410872024;5.744626567;84.131;1.54506;94.629;0.86112;86.192;1.41151;86.435;1.30719
3.410872024;5.924146147;84.388;1.57993;94.329;0.8902;86.274;1.43171;86.486;1.26694
3.410872024;6.103665727;84.347;1.64353;94.165;0.7826;86.047;1.50339;86.051;1.24059
3.410872024;6.283185307;84.074;1.70206;94.197;0.77145;86.028;1.43372;85.86;1.1429
3.590391604;0;83.826;1.5931;93.942;0.79804;85.982;1.44675;85.439;1.14997
3.590391604;0.17951958;84.122;1.55281;94.097;0.81472;86.321;1.4358;85.442;1.18461
3.590391604;0.35903916;83.961;1.41141;94.047;0.89171;86.372;1.49527;85.193;1.24271
3.590391604;0.538558741;84.054;1.60038;93.981;0.8299;86.085;1.53655;85.603;1.23778
3.590391604;0.718078321;83.96;1.57472;94.272;0.81582;85.849;1.50461;85.701;1.26158
3.590391604;0.897597901;84.064;1.41321;94.433;0.83442;85.851;1.49416;85.829;1.28026
3.590391604;1.077117481;84.217;1.64846;94.55;0.87271;86.082;1.39586;86.008;1.29228
3.590391604;1.256637061;84.393;1.51773;94.656;0.89742;86.099;1.55792;86.15;1.28156
3.590391604;1.436156642;84.447;1.60895;94.689;0.86471;86.246;1.5374;86.269;1.20953
3.590391604;1.615676222;84.551;1.52105;94.599;0.92022;86.01;1.5194;86.279;1.22778
3.590391604;1.795195802;84.356;1.52721;94.697;0.93714;85.989;1.52781;86.176;1.115
3.590391604;1.974715382;84.328;1.56886;94.657;0.86835;85.931;1.53991;85.986;1.08342
3.590391604;2.154234962;84.099;1.62143;94.642;0.86249;85.781;1.49598;85.95;1.05806
3.590391604;2.333754543;84.194;1.46197;94.606;0.89876;85.719;1.49128;85.833;1.08671
3.590391604;2.513274123;84.158;1.46141;94.543;0.87186;85.819;1.53577;85.817;1.15642
3.590391604;2.692793703;84.071;1.4765;94.368;0.83087;85.883;1.47622;85.736;1.12603
3.590391604;2.872313283;84.181;1.59601;94.333;0.93273;85.869;1.49157;85.864;1.23065
3.590391604;3.051832863;84.468;1.53346;94.269;0.81877;85.892;1.49203;85.858;1.31913
3.590391604;3.231352444;84.386;1.44927;94.3;0.8548;85.964;1.46023;85.874;1.34777
3.590391604;3.410872024;84.544;1.39804;94.39;0.83724;86.022;1.46796;85.954;1.32355
3.590391604;3.590391604;84.669;1.54844;94.512;0.83714;86.022;1.50559;86.028;1.35258
3.590391604;3.769911184;84.903;1.49904;94.554;0.85375;86.236;1.44585;86.207;1.30625
3.590391604;3.949430765;85.111;1.41339;94.569;0.85086;86.326;1.43189;86.157;1.37002
3.590391604;4.128950345;85.117;1.42667;94.557;0.89142;86.243;1.42932;86.033;1.28475
3.590391604;4.308469925;85.118;1.57103;94.533;0.85403;86.135;1.49718;85.976;1.19549
3.590391604;4.487989505;85.081;1.40987;94.354;0.87849;86.346;1.4886;85.843;1.20654
3.590391604;4.667509085;84.45;1.61827;94.178;0.86573;86.181;1.42664;85.433;1.20029
3.590391604;4.847028666;84.332;1.35082;93.968;0.94122;86.275;1.45911;84.825;1.25855
3.590391604;5.026548246;83.789;1.65704;93.807;0.94589;86.207;1.3504;84.825;1.24778
3.590391604;5.206067826;83.596;1.58819;93.747;0.94933;86.262;1.41872;85.249;1.2229
3.590391604;5.385587406;84.056;1.51127;93.896;0.92762;86.086;1.45964;85.904;1.2212
3.590391604;5.565106986;84.15;1.3403;94.268;0.92439;86.029;1.45258;86.121;1.21069
3.590391604;5.744626567;84.1;1.57753;94.343;0.84708;86.028;1.44231;86.165;1.35726
3.590391604;5.924146147;83.944;1.67625;94.142;0.84765;86.047;1.49167;86.292;1.25654
3.590391604;6.103665727;83.644;1.46804;94.056;0.83356;85.896;1.40359;85.774;1.21736
3.590391604;6.283185307;83.713;1.58344;93.942;0.79804;85.979;1.45792;85.425;1.13818
3.769911184;0;83.649;1.44709;93.754;0.83019;85.665;1.4657;85.065;1.141
3.769911184;0.17951958;83.385;1.66825;93.722;0.87709;85.683;1.3161;84.897;1.30121
3.769911184;0.35903916;83.476;1.58071;93.604;0.8481;85.882;1.31503;85.063;1.39476
3.769911184;0.538558741;83.331;1.71312;93.692;0.83776;85.497;1.40534;85.19;1.30993
3.769911184;0.718078321;83.651;1.64233;94.026;0.89354;85.614;1.51499;85.529;1.21012
3.769911184;0.897597901;83.542;1.4652;94.222;0.88367;85.544;1.46047;85.56;1.21326
3.769911184;1.077117481;83.488;1.63487;94.369;0.87388;85.633;1.52187;85.611;1.24892
3.769911184;1.256637061;83.649;1.64228;94.35;0.92731;85.781;1.3784;85.572;1.28804
3.769911184;1.436156642;83.883;1.52979;94.49;0.88171;85.993;1.5201;85.876;1.29691
3.769911184;1.615676222;84.246;1.32902;94.622;0.85303;85.944;1.49317;86.004;1.29887
3.769911184;1.795195802;84.344;1.4819;94.653;0.83645;86.043;1.45489;86.144;1.26032
3.769911184;1.974715382;84.431;1.58571;94.681;0.87368;86.158;1.46818;86.147;1.16279
3.769911184;2.154234962;84.376;1.62001;94.722;0.91561;86.046;1.42474;86.035;1.1284
3.769911184;2.333754543;84.487;1.59217;94.632;0.88222;85.849;1.43988;85.904;1.13473
3.769911184;2.513274123;84.19;1.64324;94.635;0.89141;85.883;1.47935;85.836;1.05537
3.769911184;2.692793703;84.16;1.57287;94.553;0.87876;85.879;1.58492;85.653;1.09669
3.769911184;2.872313283;83.872;1.33771;94.376;0.86077;85.737;1.45876;85.686;1.19973
3.769911184;3.051832863;84.099;1.50545;94.26;0.94751;85.839;1.55926;85.765;1.25162
3.769911184;3.231352444;84.001;1.52584;94.174;0.84833;85.785;1.50953;85.829;1.29464
3.769911184;3.410872024;84.314;1.43679;94.229;0.86878;85.928;1.42642;85.886;1.3777
3.769911184;3.590391604;84.554;1.55174;94.358;0.82467;85.913;1.46753;85.947;1.34276
3.769911184;3.769911184;84.537;1.57258;94.511;0.83645;86.025;1.50241;86.036;1.34176
3.769911184;3.949430765;85.039;1.38389;94.561;0.85858;86.201;1.4208;86.233;1.38057
3.769911184;4.128950345;84.943;1.38723;94.646;0.84947;86.374;1.49057;86.31;1.33351
3.769911184;4.308469925;85.126;1.37199;94.636;0.86464;86.397;1.49159;86.224;1.18613
3.769911184;4.487989505;85.533;1.52926;94.454;0.86875;86.467;1.43282;86.078;1.27825
3.769911184;4.667509085;85.056;1.52018;94.356;0.91614;86.357;1.3897;85.961;1.22312
3.769911184;4.847028666;84.476;1.58988;94.092;0.96514;86.332;1.51078;85.456;1.21177
3.769911184;5.026548246;83.96;1.8399;94.043;0.88735;86.388;1.50263;85.122;1.27842
3.769911184;5.206067826;83.664;1.56332;93.914;0.90126;86.168;1.38932;85.463;1.24723
3.769911184;5.385587406;83.922;1.39307;93.774;0.84849;85.965;1.5196;85.921;1.29169
3.769911184;5.565106986;83.799;1.54353;93.956;0.85085;85.913;1.39516;85.974;1.35051
3.769911184;5.744626567;83.676;1.44717;93.906;0.84899;85.867;1.52375;86.057;1.33592
3.769911184;5.924146147;83.853;1.82486;93.975;0.88797;85.872;1.59294;85.935;1.24099
3.769911184;6.103665727;83.812;1.63587;93.965;0.84992;85.726;1.44869;85.646;1.25545
3.769911184;6.283185307;83.642;1.52089;93.756;0.83169;85.667;1.46737;85.065;1.09669
3.949430765;0;83.894;1.56383;93.714;0.84634;85.511;1.61193;84.917;1.18504
3.949430765;0.17951958;83.715;1.4481;93.49;0.96738;85.718;1.45616;84.688;1.36385
3.949430765;0.35903916;83.567;1.6069;93.404;0.85875;85.736;1.51949;84.926;1.3068
3.949430765;0.538558741;83.424;1.50953;93.531;0.82873;85.646;1.55411;85.508;1.23138
3.949430765;0.718078321;83.617;1.69056;93.9;0.82512;85.6;1.46682;85.704;1.26446
3.949430765;0.897597901;83.508;1.50624;94.063;0.84879;85.517;1.45775;85.796;1.26257
3.949430765;1.077117481;83.329;1.57177;94.139;0.85482;85.515;1.48881;85.715;1.27224
3.949430765;1.256637061;83.467;1.60906;94.129;0.87926;85.713;1.4569;85.558;1.31233
3.949430765;1.436156642;83.779;1.47671;93.993;0.92136;85.803;1.44799;85.588;1.34139
3.949430765;1.615676222;83.825;1.6447;94.061;0.96787;85.79;1.52167;85.689;1.40146
3.949430765;1.795195802;83.872;1.68386;94.233;0.94984;85.844;1.53492;86.035;1.33064
3.949430765;1.974715382;84.167;1.48423;94.486;0.93076;86.186;1.42595;86.251;1.21454
3.949430765;2.154234962;84.594;1.62538;94.657;0.90063;86.278;1.41871;86.46;1.16509
3.949430765;2.333754543;84.435;1.62628;94.782;0.89046;86.242;1.32533;86.107;1.17186
3.949430765;2.513274123;84.476;1.46511;94.696;0.87482;85.997;1.50454;85.969;1.17178
3.949430765;2.692793703;84.293;1.54424;94.689;0.89519;86.015;1.5157;85.865;1.1022
3.949430765;2.872313283;83.936;1.56633;94.536;0.83662;85.771;1.5182;85.71;1.16648
3.949430765;3.051832863;83.985;1.52319;94.358;0.87308;85.653;1.56797;85.701;1.30561
3.949430765;3.231352444;83.983;1.45441;94.215;0.93529;85.747;1.58465;85.842;1.35284
3.949430765;3.410872024;84.074;1.4964;94.131;0.88162;85.754;1.5026;85.699;1.31651
3.949430765;3.590391604;84.149;1.6694;94.222;0.86603;85.815;1.38118;85.835;1.31813
3.949430765;3.769911184;84.336;1.58936;94.325;0.8287;85.903;1.4358;85.888;1.37084
3.949430765;3.949430765;84.819;1.54192;94.511;0.83645;86.024;1.50265;85.993;1.36216
3.949430765;4.128950345;85.125;1.4615;94.618;0.84924;86.222;1.35173;86.242;1.33533
3.949430765;4.308469925;85.164;1.26387;94.715;0.84833;86.481;1.37032;86.228;1.29617
3.949430765;4.487989505;85.457;1.327;94.647;0.87718;86.574;1.39486;86.335;1.24504
3.949430765;4.667509085;85.188;1.39172;94.506;0.95547;86.492;1.38995;86.281;1.24282
3.949430765;4.847028666;84.929;1.51936;94.361;0.91582;86.542;1.47778;85.926;1.1909
3.949430765;5.026548246;84.786;1.45898;94.267;0.89754;86.503;1.43565;85.665;1.27177
3.949430765;5.206067826;84.082;1.50666;94.168;0.89914;86.275;1.34778;85.707;1.21923
3.949430765;5.385587406;84.179;1.6259;93.975;0.82514;86.014;1.48883;85.96;1.2796
3.949430765;5.565106986;84.108;1.4224;93.986;0.84972;86.085;1.45478;86.132;1.374
3.949430765;5.744626567;83.888;1.65907;93.803;0.89984;85.672;1.55614;86.074;1.33158
3.949430765;5.924146147;83.624;1.58164;93.89;0.87984;85.756;1.42716;85.842;1.18012
3.949430765;6.103665727;83.519;1.46358;93.846;0.87372;85.55;1.44403;85.419;1.20201
3.949430765;6.283185307;83.893;1.50044;93.715;0.84583;85.507;1.62653;84.869;1.18534
4.128950345;0;83.921;1.49212;93.832;0.83289;85.497;1.56645;85.075;1.23906
4.128950345;0.17951958;84.065;1.49547;93.654;0.96038;85.968;1.3515;84.789;1.32949
4.128950345;0.35903916;83.926;1.25567;93.693;0.91162;86.043;1.52075;85.361;1.19234
4.128950345;0.538558741;84.003;1.5258;93.728;0.83165;85.893;1.37131;85.619;1.22481
4.128950345;0.718078321;83.744;1.49122;93.828;0.84877;85.667;1.52272;85.714;1.23479
4.128950345;0.897597901;83.818;1.37766;94.021;0.84605;85.64;1.4634;86.111;1.34141
4.128950345;1.077117481;83.65;1.55445;94.165;0.81968;85.7;1.43196;86.172;1.41984
4.128950345;1.256637061;83.69;1.71855;94.207;0.89393;85.799;1.28536;85.906;1.26373
4.128950345;1.436156642;83.775;1.5989;94.119;0.85959;85.808;1.35819;85.818;1.30036
4.128950345;1.615676222;83.71;1.56622;93.938;0.92387;85.946;1.43355;85.656;1.26214
4.128950345;1.795195802;83.885;1.63328;93.925;0.96177;86.062;1.45779;85.899;1.33845
4.128950345;1.974715382;83.987;1.61808;94.01;0.92477;86.232;1.34825;86.169;1.3106
4.128950345;2.154234962;84.169;1.43035;94.317;0.93761;86.096;1.45441;86.314;1.23672
4.128950345;2.333754543;84.383;1.59937;94.636;0.94501;86.372;1.49475;86.513;1.12558
4.128950345;2.513274123;84.513;1.70064;94.701;0.93837;86.414;1.52959;86.383;1.23852
4.128950345;2.692793703;84.386;1.47434;94.711;0.86194;86.404;1.3352;86.107;1.21247
4.128950345;2.872313283;84.224;1.46882;94.731;0.89188;86.094;1.52908;85.872;1.09556
4.128950345;3.051832863;83.719;1.52406;94.611;0.84346;85.785;1.54428;85.739;1.16995
4.128950345;3.231352444;83.835;1.71638;94.361;0.91793;85.65;1.527;85.74;1.15821
4.128950345;3.410872024;83.639;1.79688;94.129;0.93042;85.638;1.62507;85.574;1.29943
4.128950345;3.590391604;83.804;1.60438;94.017;0.87988;85.649;1.50783;85.721;1.31391
4.128950345;3.769911184;84.282;1.49188;94.192;0.8603;85.762;1.40511;85.867;1.2995
4.128950345;3.949430765;84.483;1.58517;94.325;0.80652;85.947;1.46768;85.893;1.39114
4.128950345;4.128950345;84.781;1.48892;94.512;0.83714;86.024;1.5033;85.989;1.35034
4.128950345;4.308469925;84.956;1.45322;94.642;0.83245;86.188;1.40166;86.257;1.33006
4.128950345;4.487989505;85.235;1.42721;94.758;0.87038;86.464;1.51235;86.285;1.23672
4.128950345;4.667509085;85.375;1.45939;94.596;0.89798;86.711;1.38121;86.268;1.30683
4.128950345;4.847028666;85.293;1.40832;94.606;0.9024;86.668;1.52797;86.367;1.24346
4.128950345;5.026548246;84.978;1.41704;94.496;0.88512;86.674;1.45937;86.104;1.1664
4.128950345;5.206067826;84.839;1.60243;94.529;0.868;86.519;1.44455;86.147;1.20915
4.128950345;5.385587406;84.642;1.52312;94.285;0.87232;86.242;1.46379;86.144;1.25786
4.128950345;5.565106986;84.221;1.39856;94.078;0.84197;86.149;1.57317;86.299;1.28881
4.128950345;5.744626567;84.261;1.47221;93.864;0.89157;85.864;1.50252;86.371;1.37698
4.128950345;5.924146147;83.997;1.49402;93.912;0.87578;85.835;1.37092;86.026;1.29724
4.128950345;6.103665727;83.983;1.33201;93.864;0.89373;85.606;1.50212;85.553;1.23556
4.128950345;6.283185307;84.036;1.39053;93.829;0.83455;85.504;1.57388;85.068;1.253
4.308469925;0;84.319;1.43258;93.99;0.86844;85.638;1.38668;85.526;1.21069
4.308469925;0.17951958;84.392;1.60136;93.989;0.95118;86.068;1.34209;85.438;1.16673
4.308469925;0.35903916;84.36;1.44403;94.071;0.94234;86.34;1.38964;85.869;1.2394
4.308469925;0.538558741;84.386;1.51716;94.129;0.85275;86.153;1.38785;85.994;1.11799
4.308469925;0.718078321;84.206;1.37058;94.289;0.8387;86.043;1.5639;86.157;1.20266
4.308469925;0.897597901;84.21;1.51442;94.294;0.88534;86.001;1.47592;86.36;1.34404
